Sample,Acidobacteriota,Actinobacteriota,Armatimonadota,Bacteroidota,Bdellovibrionota,Calditrichota,Campylobacterota,Chloroflexi,Cyanobacteria,Deinococcota,Desulfobacterota,Firmicutes,Fusobacteriota,Gemmatimonadota,Myxococcota,Patescibacteria,Planctomycetota,Proteobacteria,Spirochaetota,Synergistota,Verrucomicrobiota
557M04BM,0,0.6846134656164233,0,-3.64532210837311,0,0,0,0,0,0,0,2.1967279999373455,0,0,0,0,0,0.763980642819341,0,0,0
558M03BM,0,2.1837284044361054,-3.0332433226579787,1.0878243097048754,0,0,0,0,-3.0332433226579787,0,-3.503246951903714,6.244370109443694,0,0,0,0,-3.503246951903714,3.5570577255387077,0,0,0
559M03BM,0,-0.05815954970695092,-3.632376095500747,0.1416611669534955,0,0,0,0,0,0,0,5.61247305116131,0,-4.037841203608911,0,0,0,1.9742426307018057,0,0,0
811M03BM,0,2.173172251465756,-3.394081144713006,1.185038364075143,0,0,0,-1.0225031802320093,-2.7750419363067826,0,-2.7750419363067826,6.331901802297555,0,0,0,0,-3.1427667164321,4.6649692276984425,0,0,-1.245646731546219
812M03BM,0,2.967941052019926,-2.410515171425317,0.612345769516927,0,0,0,0,-3.959328462042982,0,0,4.553561365523999,0,0,-3.6570475901700483,0,0,1.8930430365774953,0,0,0
813M02BM,0,2.106671770498184,-3.212428135232381,0.5986689516058048,-3.0301065784384265,0,0,0,0,0,0,3.1608916543446313,0,0,0,0,-2.624641470330262,6.436515494099038,0,0,-3.4355716865465906
814M02BM,-4.515286851356024,3.814250581675557,-1.6530859704265555,2.612005483346212,0,0,-4.515286851356024,0,-1.3582864302059106,0,0,5.760712084145137,-2.500383830813759,0,-2.8105387591175983,0,0,5.165900544108963,0,0,0
817M02BM,0,1.9279391209177907,-2.4214167314665422,1.012570473018604,-3.2687145918537457,0,0,0,0,0,-2.5755674112938007,7.432430295445315,0,0,-3.6741796999619103,0,0,3.631680332722099,0,0,-2.06474178752781
818M02BM,0,2.5059604838580807,-1.7005960689709485,2.415387668354633,-4.067719683102565,0,0,0,-2.5272746421554166,0,-1.7651345901085196,6.327135406542431,0,0,0,0,-1.2345063390463493,4.75881922040148,-1.5828130333145651,-2.121809534047252,-1.0074488884110036
819M02BM,0,0.606410309763195,-3.429093752435972,1.2490613263086079,-4.68185672093134,0,0,0,-3.765565989057185,0,0,6.316728618306201,0,0,0,0,0,3.7043162080464933,0,0,0
