"Sample","Secretor","Diversity","Evenness","X2_FL","X3_FL","LNnT","X3_SL","DFLac","X6_SL","LNT","LNFP_I","LNFP_II","LNFP_III","LSTb","LSTc","DFLNT","LNH","DSLNT","FLNH","DFLNH","FDSLNH","DSLNH","SUM","Sia","Fuc"
"37",1,8.16,0.43,4174.9,1121.1,344,515.9,309.9,1202.8,1712,1907.6,979.5,37.3,41.7,782.5,1850.3,82.4,431.8,272.9,161.9,84.7,290.8,16304,4157.5,13222.1
"38",1,9.4,0.5,2969.5,1475.5,469.8,300.9,373.3,804.1,2564.9,1411,1151.7,121.8,97,298.8,1609.3,208.2,620.7,462.2,148.1,187.7,185.6,15460.1,3488.7,12040.9
"39",1,4.95,0.26,7494.2,1591.9,277.2,720.8,605.3,1404.4,756.6,1397.5,726.5,39.8,27.2,577.6,1411.4,103.7,351,286.3,177,90.8,204.3,18243.3,4022.1,16014.2
"41",1,9.73,0.51,3181.8,1751.4,566.9,499.6,409,1460.1,1660.5,1005.1,1304.6,65.5,36.5,1130.9,2079.1,170.7,264.5,315,55.4,97.5,283.6,16337.7,4418.3,12808
"44",1,9.28,0.49,3271.7,2209.9,276.7,553,356.8,1263.3,2043.3,1129.5,1294.1,52.1,84.6,358.3,1715.8,79.4,617.9,351.2,116.7,242.6,263.5,16280.5,4507.1,12929.8
"45",1,7.19,0.38,3375.2,1179.5,230.9,221.1,269.3,703.8,3722.8,2513.1,1316.7,31.6,153,401.5,1290.8,28.6,596.6,121.3,49.3,73.6,162.8,16441.5,3145.5,11829.7
"46",1,8.455,0.445,2925,1651.8,266.1,431.25,302.1,1235.7,1891.85,2157,1061.4,64.15,74.15,461.8,1962.3,100.95,372.5,259.15,101.1,101.35,107.05,15526.65,3364.6,12950.85
"47",0,4.06,0.21,48.7,4318.8,77.8,249.9,14,726.1,1483,150.9,1993.3,29.4,82.3,69.4,325.6,47.4,198.9,151.6,5.8,202.4,30.2,10205.4,1990.7,7585.8
"52",1,4.03,0.21,6728.6,341.2,165.3,95.3,162.5,1536.9,2240.4,4895.6,215.8,47.1,92.4,190.1,70,16.3,310,151.6,271.5,14.9,77.6,17623.2,2720,13402.8
"55",1,9.9,0.52,2474.9,1230,479,1287.4,351.6,753.8,1525.3,2182.9,784.7,45.5,99.9,1152.7,2100.5,29.9,592.4,66.2,42,38,204.1,15440.8,4962.9,11810.5
"62",1,7.17,0.38,2430.8,1127.7,335.6,129.6,296.4,631.8,4078.4,2509.7,1139.1,147.2,115.3,147.5,1062.9,72.1,610.9,393.8,177.4,101.5,57.5,15565.1,2563.9,10923.1
"102",1,8.09,0.43,2981.6,3440.4,54,1949.9,751,1252.7,417.1,1050.6,451.6,49.6,61.4,654.2,2490.5,42.5,784.7,101.4,87.3,19.7,310.9,16951.1,6149,14752.4
"104",0,3.52,0.19,59.1,710.9,421.4,178.7,19.6,737.7,5210.3,166.6,800.4,58.1,79.8,283.8,55.1,6.8,583.7,566.6,47.3,109.5,156.8,10252.3,2980.1,2715.2
"105",0,5.5,0.29,47.9,1537,249.3,146.2,27,661.8,3459.4,171.8,1695.2,64.6,66,143.1,225.4,86.7,354.1,549.6,54.1,421.7,120.2,10081.1,2808.9,5100.8
"309",1,8.26,0.44,2658.9,2584.4,121.7,362.8,501.2,2211.9,1988.6,1138.8,904.2,77.2,69.5,272.9,1340.3,76.8,352.5,158.2,52,43.2,58.9,14974.1,3826.4,11352
"401",0,5.41,0.29,52.6,2569.3,165.6,156.9,19.1,652.6,2255.4,133.7,2794.8,40.1,73.2,147.4,194.4,116.3,375.2,251.5,7.5,447.8,77.9,10531.5,2832,6731.9
"425",0,7.35,0.39,98.9,1563.8,129.8,242.5,12.6,1190.4,2425.8,117.1,1172.8,48.4,56.2,148.8,85.2,83.5,460.4,836.6,102.7,597.1,255.8,9628.5,4264.6,4835.8
