"Metabolite","z6DDL","p","padj"
"Indoles_and_derivatives_Classy",-0.123122710622711,0.332414102206649,0.993358457441224
"Indoles_Classy",-0.123122710622711,0.332414102206649,0.993358457441224
"Isoindoles_and_derivatives_Classy",0.0455535390199637,0.628796301478615,0.993358457441224
"Isoindolines_Classy",0.0455535390199637,0.628796301478615,0.993358457441224
"Isoindolones_Classy",0.0455535390199637,0.628796301478615,0.993358457441224
"Jasmonic_acids_Classy",-0.0535714285714286,0.849609936777607,0.993358457441224
"Ketones_Classy",-0.167502733294746,0.159608015888677,0.864084775673184
"Ketones_OR_Long_chain_fatty_acids_Classy",-0.0507042253521127,0.67453793816702,0.993358457441224
"Lactams_Classy",0.081059204440333,0.588064803413487,0.993358457441224
"Lignans__neolignans_and_related_compounds_Classy",-0.0275008775008775,0.774484431142436,0.993358457441224
"Lineolic_acids_and_derivatives_Classy",-0.0424928471621532,0.654958275907257,0.993358457441224
"Lipids_and_lipid_like_molecules_Classy",-0.0722559772745206,0.442844880593451,0.993358457441224
"Lipids_and_lipid_like_molecules_OR_Organic_acids_and_derivatives_Classy",0.00187800836423893,0.984107667114273,0.998282335677869
"Lipids_and_lipid_like_molecules_OR_Organic_acids_and_derivatives_OR_Organic_nitrogen_compounds_Classy",0.0847865540913754,0.36762798809687,0.993358457441224
"Lipids_and_lipid_like_molecules_OR_Organic_acids_and_derivatives_OR_Organic_oxygen_compounds_Classy",-0.175666438824334,0.12904619930752,0.853427351672921
"Lipids_and_lipid_like_molecules_OR_Organic_oxygen_compounds_Classy",0.140984770772508,0.132866338094489,0.853427351672921
"Long_chain_fatty_acids_Classy",-0.0322917721390818,0.733050101799124,0.993358457441224
"Long_chain_fatty_acids_OR_Prostaglandins_and_related_compounds_Classy",-0.0549068668334723,0.570670900648728,0.993358457441224
"Long_chain_fatty_alcohols_Classy",0.0346663117971921,0.715469565276073,0.993358457441224
"Long_chain_fatty_alcohols_OR_Monoacylglycerols_Classy",0.0170242935729661,0.858597414516364,0.993358457441224
"Lysergic_acids_and_derivatives_Classy",-0.339578454332553,0.00693032255726189,0.725373760993411
"Lysophosphatidylcholines_Classy",-0.0714668981298824,0.447854961317767,0.993358457441224
"Lysophosphatidylserines_Classy",-0.00867840317381602,0.928301692404785,0.993358457441224
"Macrolactams_Classy",0.207142857142857,0.45884280496347,0.993358457441224
"Medium_chain_fatty_acids_Classy",-0.117998827437952,0.282128359580103,0.993358457441224
"Monoacylglycerols_Classy",-0.0145489645489645,0.879537379472171,0.993358457441224
"Monoradylglycerols_Classy",-0.0243681993681994,0.799598806494888,0.993358457441224
"Monosaccharides_Classy",-0.0695415450169652,0.46021195086915,0.993358457441224
"Monoterpenoids_Classy",0.296428571428571,0.283355428434263,0.993358457441224
"Monothioacetals_Classy",-0.0318627450980392,0.903376844718889,0.993358457441224
"Morpholines_Classy",0.445054945054945,0.127523836138437,0.853427351672921
"N_acyl_amines_Classy",0.0190878245087982,0.839544298250706,0.993358457441224
"N_acylpiperidines_Classy",0.0227272727272727,0.918017945297029,0.993358457441224
"N_arylpiperazines_Classy",-0.0409610983981693,0.663821767891422,0.993358457441224
"N_phenylureas_Classy",-0.199436222692037,0.194318334146347,0.993358457441224
"Naphthalenes_Classy",0.106390911151976,0.277718865359489,0.993358457441224
"Nucleosides__nucleotides__and_analogues_Classy",-0.166353665272627,0.0755914963080828,0.853427351672921
"Oligosaccharides_Classy",0.0813619506036456,0.387361354932406,0.993358457441224
"Organic_acids_and_derivatives_Classy",-0.0378284541939557,0.688142516536611,0.993358457441224
"Organic_acids_and_derivatives_OR_Organic_nitrogen_compounds_Classy",0.193679476051448,0.0380818638848828,0.853427351672921
"Organic_acids_and_derivatives_OR_Organic_oxygen_compounds_Classy",-0.0345432030353235,0.730340606675155,0.993358457441224
"Organic_acids_and_derivatives_OR_Organoheterocyclic_compounds_Classy",0.227700348432056,0.152203604120011,0.853427351672921
"Organic_disulfides_Classy",-0.524475524475524,0.080019375920275,0.853427351672921
"Organic_nitrogen_compounds_Classy",0.0361871695731082,0.701015040822945,0.993358457441224
"Organic_oxoanionic_compounds_Classy",-0.0571428571428571,0.839699868741576,0.993358457441224
"Organic_oxygen_compounds_Classy",-0.0931823561903259,0.321924794047738,0.993358457441224
"Organic_oxygen_compounds_OR_Organoheterocyclic_compounds_Classy",-0.0231507622811971,0.918549083511329,0.993358457441224
"Organic_phosphonic_acids_and_derivatives_Classy",-0.246288448393712,0.0319797950888858,0.853427351672921
"Organic_phosphonic_acids_and_derivatives_OR_Organonitrogen_compounds_Classy",0.218519953506393,0.0408175267026474,0.853427351672921
"Organic_phosphonic_acids_Classy",0.218519953506393,0.0408175267026474,0.853427351672921
"Organic_phosphoric_acids_and_derivatives_Classy",-0.00758305057997317,0.935893715503372,0.993358457441224
"Organic_Polymers_Classy",-0.0321787540620198,0.743322136181221,0.993358457441224
"Organic_pyrophosphates_Classy",-0.0571428571428571,0.839699868741576,0.993358457441224
"Organic_sulfuric_acids_and_derivatives_Classy",0.19298712206047,0.0609634956160141,0.853427351672921
"Organohalogen_compounds_Classy",-0.0241458218259291,0.797839842287599,0.993358457441224
"Organoheterocyclic_compounds_Classy",0.0853704726584076,0.364326060139911,0.993358457441224
"Organonitrogen_compounds_Classy",0.0361871695731082,0.701015040822945,0.993358457441224
"Organooxygen_compounds_Classy",-0.080194113469581,0.394233749744533,0.993358457441224
"Organooxygen_compounds_OR_Prenol_lipids_Classy",0.168807701412452,0.0713174570936823,0.853427351672921
"Organophosphinic_acids_and_derivatives_Classy",-0.028723133290229,0.768998433247599,0.993358457441224
"Organophosphorus_compounds_Classy",-0.028723133290229,0.768998433247599,0.993358457441224
"Organosulfur_compounds_Classy",-0.261261261261261,0.123775876324618,0.853427351672921
"Oxazinanes_Classy",0.445054945054945,0.127523836138437,0.853427351672921
"Oxepanes_Classy",0.064460510589941,0.509485197634349,0.993358457441224
"Oxolanes_Classy",0.0343880691233331,0.715223130217694,0.993358457441224
"Pentacarboxylic_acids_and_derivatives_Classy",0.113570487483531,0.457588441578726,0.993358457441224
"Peptides_Classy",-0.0732738893711039,0.436428827081897,0.993358457441224
"Peptidomimetics_Classy",0.0157993436474449,0.889372540623339,0.993358457441224
"Phenol_ethers_Classy",-0.0310897182987454,0.741522620476455,0.993358457441224
"Phenols_Classy",-0.0148637377995176,0.87751522412813,0.993358457441224
"Phenoxy_compounds_Classy",0.156408808582722,0.486995083863477,0.993358457441224
"Phenylpropanoids_and_polyketides_Classy",-0.0867162187916905,0.53295783413126,0.993358457441224
"Phenylpyrazoles_Classy",0.399439775910364,0.0174445512220949,0.853427351672921
"Phenylsulfates_Classy",0.118226600985222,0.541323578813526,0.993358457441224
"Phosphate_esters_Classy",-0.00102580288802967,0.991318916564089,0.998282335677869
"Phosphatidylcholines_Classy",0.0330176152960963,0.774132260481169,0.993358457441224
"Phosphatidylethanolamines_Classy",-0.0980295566502463,0.612922943161138,0.993358457441224
"Phosphinic_acid_esters_Classy",-0.028723133290229,0.768998433247599,0.993358457441224
"Phosphosphingolipids_Classy",-0.0036003600360036,0.971640335375824,0.998282335677869
"Piperazines_Classy",-0.0409610983981693,0.663821767891422,0.993358457441224
"Piperidines_Classy",0.282251082251082,0.00464771567898037,0.725373760993411
"Polypeptides_Classy",-0.0321787540620198,0.743322136181221,0.993358457441224
"Prenol_lipids_Classy",0.0242641836976249,0.796870215941023,0.993358457441224
"Prenol_lipids_OR_Steroids_and_steroid_derivatives_Classy",0.0663453555011037,0.483090172008107,0.993358457441224
"Primary_amines_Classy",0.126470588235294,0.640694440816884,0.993358457441224
"Prostaglandins_and_related_compounds_Classy",0.0539060328051154,0.577724115918162,0.993358457441224
"Pteridines_and_derivatives_Classy",0.134824142422927,0.360901917129368,0.993358457441224
"Purine_deoxyribonucleoside_triphosphates_Classy",0.147095010252905,0.279328460826392,0.993358457441224
"Purine_deoxyribonucleotides_Classy",0.147095010252905,0.279328460826392,0.993358457441224
"Purine_nucleosides_Classy",-0.171110852352119,0.0699710140179557,0.853427351672921
"Purine_nucleotides_Classy",-0.046634577448118,0.620666277079329,0.993358457441224
"Purine_ribonucleoside_monophosphates_Classy",-0.128856624319419,0.169918155609276,0.904310184090047
"Purine_ribonucleoside_polyphosphates_Classy",-0.0374344742522356,0.80491426197042,0.993358457441224
"Purine_ribonucleotides_Classy",-0.0842973250216997,0.370408579868236,0.993358457441224
"Purines_and_purine_derivatives_Classy",-0.0343951534102013,0.754656828782365,0.993358457441224
"Pyrazoles_Classy",0.399439775910364,0.0174445512220949,0.853427351672921
"Pyrenes_Classy",0.294117647058824,0.268846554622893,0.993358457441224
"Pyridinecarboxamides_Classy",-0.0417582417582418,0.887286973189064,0.993358457441224
"Pyridinecarboxylic_acids_and_derivatives_Classy",0.00731198961287457,0.939008803786272,0.993358457441224
"Pyridines_and_derivatives_Classy",0.00731198961287457,0.939008803786272,0.993358457441224
"Pyrimidine_nucleotides_Classy",-0.156278812000907,0.109652469113095,0.853427351672921
"Pyrimidine_ribonucleoside_diphosphates_Classy",-0.156278812000907,0.109652469113095,0.853427351672921
"Pyrimidine_ribonucleotides_Classy",-0.156278812000907,0.109652469113095,0.853427351672921
"Pyrimidines_and_pyrimidine_derivatives_Classy",0.0433744760130415,0.648271164130099,0.993358457441224
"Pyrimidones_Classy",-0.0197650832586443,0.856658541680246,0.993358457441224
"Pyrrolidine_2_ones_Classy",-0.0626030254551346,0.508163177938862,0.993358457441224
"Pyrrolidines_Classy",-0.0626030254551346,0.508163177938862,0.993358457441224
"Pyrrolidones_Classy",-0.0626030254551346,0.508163177938862,0.993358457441224
"Pyrrolothiazoles_Classy",-0.0796992481203008,0.73837374901493,0.993358457441224
"Quaternary_ammonium_salts_Classy",0.180430837212972,0.0536519610649111,0.853427351672921
"Quinolines_and_derivatives_Classy",-0.0681030488369938,0.481658841572338,0.993358457441224
"Quinolones_and_derivatives_Classy",-0.0681030488369938,0.481658841572338,0.993358457441224
