Assay,Well,Strain,Treatment,Replicate,Time,OD
240228,B4,Rothia 3,pHMOs,1,18.5,0.139
240228,B4,Rothia 3,pHMOs,1,19,0.141
240228,B4,Rothia 3,pHMOs,1,19.5,0.143
240228,B4,Rothia 3,pHMOs,1,20,0.144
240228,B4,Rothia 3,pHMOs,1,20.5,0.145
240228,B4,Rothia 3,pHMOs,1,21,0.147
240228,B4,Rothia 3,pHMOs,1,21.5,0.148
240228,B4,Rothia 3,pHMOs,1,22,0.149
240228,B4,Rothia 3,pHMOs,1,22.5,0.15
240228,B4,Rothia 3,pHMOs,1,23,0.152
240228,B4,Rothia 3,pHMOs,1,23.5,0.154
240228,B4,Rothia 3,pHMOs,1,24,0.155
240228,B5,Rothia 3,pHMOs,2,0,0
240228,B5,Rothia 3,pHMOs,2,0.5,-0.004
240228,B5,Rothia 3,pHMOs,2,1,0.001
240228,B5,Rothia 3,pHMOs,2,1.5,0.01
240228,B5,Rothia 3,pHMOs,2,2,0.021
240228,B5,Rothia 3,pHMOs,2,2.5,0.03
240228,B5,Rothia 3,pHMOs,2,3,0.043
240228,B5,Rothia 3,pHMOs,2,3.5,0.051
240228,B5,Rothia 3,pHMOs,2,4,0.059
240228,B5,Rothia 3,pHMOs,2,4.5,0.07
240228,B5,Rothia 3,pHMOs,2,5,0.074
240228,B5,Rothia 3,pHMOs,2,5.5,0.075
240228,B5,Rothia 3,pHMOs,2,6,0.081
240228,B5,Rothia 3,pHMOs,2,6.5,0.087
240228,B5,Rothia 3,pHMOs,2,7,0.089
240228,B5,Rothia 3,pHMOs,2,7.5,0.09
240228,B5,Rothia 3,pHMOs,2,8,0.093
240228,B5,Rothia 3,pHMOs,2,8.5,0.096
240228,B5,Rothia 3,pHMOs,2,9,0.098
240228,B5,Rothia 3,pHMOs,2,9.5,0.101
240228,B5,Rothia 3,pHMOs,2,10,0.103
240228,B5,Rothia 3,pHMOs,2,10.5,0.106
240228,B5,Rothia 3,pHMOs,2,11,0.107
240228,B5,Rothia 3,pHMOs,2,11.5,0.11
240228,B5,Rothia 3,pHMOs,2,12,0.111
240228,B5,Rothia 3,pHMOs,2,12.5,0.112
240228,B5,Rothia 3,pHMOs,2,13,0.114
240228,B5,Rothia 3,pHMOs,2,13.5,0.115
240228,B5,Rothia 3,pHMOs,2,14,0.117
240228,B5,Rothia 3,pHMOs,2,14.5,0.118
240228,B5,Rothia 3,pHMOs,2,15,0.12
240228,B5,Rothia 3,pHMOs,2,15.5,0.121
240228,B5,Rothia 3,pHMOs,2,16,0.122
240228,B5,Rothia 3,pHMOs,2,16.5,0.123
240228,B5,Rothia 3,pHMOs,2,17,0.124
240228,B5,Rothia 3,pHMOs,2,17.5,0.126
240228,B5,Rothia 3,pHMOs,2,18,0.127
240228,B5,Rothia 3,pHMOs,2,18.5,0.128
240228,B5,Rothia 3,pHMOs,2,19,0.13
240228,B5,Rothia 3,pHMOs,2,19.5,0.131
240228,B5,Rothia 3,pHMOs,2,20,0.132
240228,B5,Rothia 3,pHMOs,2,20.5,0.133
240228,B5,Rothia 3,pHMOs,2,21,0.135
240228,B5,Rothia 3,pHMOs,2,21.5,0.136
240228,B5,Rothia 3,pHMOs,2,22,0.137
240228,B5,Rothia 3,pHMOs,2,22.5,0.138
240228,B5,Rothia 3,pHMOs,2,23,0.14
240228,B5,Rothia 3,pHMOs,2,23.5,0.141
240228,B5,Rothia 3,pHMOs,2,24,0.142
240228,B6,Rothia 3,pHMOs,3,0,0
240228,B6,Rothia 3,pHMOs,3,0.5,0.005
240228,B6,Rothia 3,pHMOs,3,1,0.009
240228,B6,Rothia 3,pHMOs,3,1.5,0.012
240228,B6,Rothia 3,pHMOs,3,2,0.018
240228,B6,Rothia 3,pHMOs,3,2.5,0.028
240228,B6,Rothia 3,pHMOs,3,3,0.036
240228,B6,Rothia 3,pHMOs,3,3.5,0.049
240228,B6,Rothia 3,pHMOs,3,4,0.06
240228,B6,Rothia 3,pHMOs,3,4.5,0.067
240228,B6,Rothia 3,pHMOs,3,5,0.072
240228,B6,Rothia 3,pHMOs,3,5.5,0.077
240228,B6,Rothia 3,pHMOs,3,6,0.081
240228,B6,Rothia 3,pHMOs,3,6.5,0.089
240228,B6,Rothia 3,pHMOs,3,7,0.094
240228,B6,Rothia 3,pHMOs,3,7.5,0.096
240228,B6,Rothia 3,pHMOs,3,8,0.101
240228,B6,Rothia 3,pHMOs,3,8.5,0.105
240228,B6,Rothia 3,pHMOs,3,9,0.108
240228,B6,Rothia 3,pHMOs,3,9.5,0.113
240228,B6,Rothia 3,pHMOs,3,10,0.116
240228,B6,Rothia 3,pHMOs,3,10.5,0.119
240228,B6,Rothia 3,pHMOs,3,11,0.121
240228,B6,Rothia 3,pHMOs,3,11.5,0.124
240228,B6,Rothia 3,pHMOs,3,12,0.126
240228,B6,Rothia 3,pHMOs,3,12.5,0.129
240228,B6,Rothia 3,pHMOs,3,13,0.13
240228,B6,Rothia 3,pHMOs,3,13.5,0.132
240228,B6,Rothia 3,pHMOs,3,14,0.133
240228,B6,Rothia 3,pHMOs,3,14.5,0.135
240228,B6,Rothia 3,pHMOs,3,15,0.137
240228,B6,Rothia 3,pHMOs,3,15.5,0.138
240228,B6,Rothia 3,pHMOs,3,16,0.141
240228,B6,Rothia 3,pHMOs,3,16.5,0.142
240228,B6,Rothia 3,pHMOs,3,17,0.144
240228,B6,Rothia 3,pHMOs,3,17.5,0.146
240228,B6,Rothia 3,pHMOs,3,18,0.147
240228,B6,Rothia 3,pHMOs,3,18.5,0.149
240228,B6,Rothia 3,pHMOs,3,19,0.151
240228,B6,Rothia 3,pHMOs,3,19.5,0.152
240228,B6,Rothia 3,pHMOs,3,20,0.154
240228,B6,Rothia 3,pHMOs,3,20.5,0.155
240228,B6,Rothia 3,pHMOs,3,21,0.156
240228,B6,Rothia 3,pHMOs,3,21.5,0.157
240228,B6,Rothia 3,pHMOs,3,22,0.159
240228,B6,Rothia 3,pHMOs,3,22.5,0.16
240228,B6,Rothia 3,pHMOs,3,23,0.162
240228,B6,Rothia 3,pHMOs,3,23.5,0.164
240228,B6,Rothia 3,pHMOs,3,24,0.165
240228,B7,Rothia 3,pHMOs,4,0,0
240228,B7,Rothia 3,pHMOs,4,0.5,-0.002
240228,B7,Rothia 3,pHMOs,4,1,0.008
240228,B7,Rothia 3,pHMOs,4,1.5,0.019
240228,B7,Rothia 3,pHMOs,4,2,0.026
240228,B7,Rothia 3,pHMOs,4,2.5,0.037
240228,B7,Rothia 3,pHMOs,4,3,0.05
240228,B7,Rothia 3,pHMOs,4,3.5,0.058
240228,B7,Rothia 3,pHMOs,4,4,0.063
240228,B7,Rothia 3,pHMOs,4,4.5,0.069
240228,B7,Rothia 3,pHMOs,4,5,0.075
240228,B7,Rothia 3,pHMOs,4,5.5,0.081
240228,B7,Rothia 3,pHMOs,4,6,0.086
240228,B7,Rothia 3,pHMOs,4,6.5,0.091
240228,B7,Rothia 3,pHMOs,4,7,0.095
240228,B7,Rothia 3,pHMOs,4,7.5,0.097
240228,B7,Rothia 3,pHMOs,4,8,0.101
240228,B7,Rothia 3,pHMOs,4,8.5,0.103
240228,B7,Rothia 3,pHMOs,4,9,0.107
240228,B7,Rothia 3,pHMOs,4,9.5,0.109
240228,B7,Rothia 3,pHMOs,4,10,0.111
240228,B7,Rothia 3,pHMOs,4,10.5,0.113
240228,B7,Rothia 3,pHMOs,4,11,0.115
240228,B7,Rothia 3,pHMOs,4,11.5,0.117
240228,B7,Rothia 3,pHMOs,4,12,0.119
240228,B7,Rothia 3,pHMOs,4,12.5,0.121
240228,B7,Rothia 3,pHMOs,4,13,0.121
240228,B7,Rothia 3,pHMOs,4,13.5,0.123
240228,B7,Rothia 3,pHMOs,4,14,0.125
240228,B7,Rothia 3,pHMOs,4,14.5,0.126
240228,B7,Rothia 3,pHMOs,4,15,0.127
240228,B7,Rothia 3,pHMOs,4,15.5,0.129
240228,B7,Rothia 3,pHMOs,4,16,0.13
240228,B7,Rothia 3,pHMOs,4,16.5,0.132
240228,B7,Rothia 3,pHMOs,4,17,0.133
240228,B7,Rothia 3,pHMOs,4,17.5,0.135
240228,B7,Rothia 3,pHMOs,4,18,0.136
240228,B7,Rothia 3,pHMOs,4,18.5,0.138
240228,B7,Rothia 3,pHMOs,4,19,0.139
240228,B7,Rothia 3,pHMOs,4,19.5,0.141
240228,B7,Rothia 3,pHMOs,4,20,0.142
240228,B7,Rothia 3,pHMOs,4,20.5,0.142
240228,B7,Rothia 3,pHMOs,4,21,0.144
240228,B7,Rothia 3,pHMOs,4,21.5,0.145
240228,B7,Rothia 3,pHMOs,4,22,0.146
240228,B7,Rothia 3,pHMOs,4,22.5,0.147
240228,B7,Rothia 3,pHMOs,4,23,0.149
240228,B7,Rothia 3,pHMOs,4,23.5,0.15
240228,B7,Rothia 3,pHMOs,4,24,0.152
240228,C4,Rothia 3,6'SL,1,0,0
240228,C4,Rothia 3,6'SL,1,0.5,0.003
240228,C4,Rothia 3,6'SL,1,1,0.008
240228,C4,Rothia 3,6'SL,1,1.5,0.014
240228,C4,Rothia 3,6'SL,1,2,0.02
240228,C4,Rothia 3,6'SL,1,2.5,0.026
240228,C4,Rothia 3,6'SL,1,3,0.032
240228,C4,Rothia 3,6'SL,1,3.5,0.037
240228,C4,Rothia 3,6'SL,1,4,0.043
240228,C4,Rothia 3,6'SL,1,4.5,0.047
240228,C4,Rothia 3,6'SL,1,5,0.051
240228,C4,Rothia 3,6'SL,1,5.5,0.054
240228,C4,Rothia 3,6'SL,1,6,0.058
240228,C4,Rothia 3,6'SL,1,6.5,0.06
240228,C4,Rothia 3,6'SL,1,7,0.065
240228,C4,Rothia 3,6'SL,1,7.5,0.069
240228,C4,Rothia 3,6'SL,1,8,0.074
240228,C4,Rothia 3,6'SL,1,8.5,0.077
240228,C4,Rothia 3,6'SL,1,9,0.08
240228,C4,Rothia 3,6'SL,1,9.5,0.083
240228,C4,Rothia 3,6'SL,1,10,0.086
240228,C4,Rothia 3,6'SL,1,10.5,0.087
240228,C4,Rothia 3,6'SL,1,11,0.089
240228,C4,Rothia 3,6'SL,1,11.5,0.092
240228,C4,Rothia 3,6'SL,1,12,0.093
240228,C4,Rothia 3,6'SL,1,12.5,0.095
240228,C4,Rothia 3,6'SL,1,13,0.096
240228,C4,Rothia 3,6'SL,1,13.5,0.097
240228,C4,Rothia 3,6'SL,1,14,0.099
240228,C4,Rothia 3,6'SL,1,14.5,0.099
240228,C4,Rothia 3,6'SL,1,15,0.1
240228,C4,Rothia 3,6'SL,1,15.5,0.102
240228,C4,Rothia 3,6'SL,1,16,0.103
240228,C4,Rothia 3,6'SL,1,16.5,0.104
240228,C4,Rothia 3,6'SL,1,17,0.104
240228,C4,Rothia 3,6'SL,1,17.5,0.106
240228,C4,Rothia 3,6'SL,1,18,0.106
240228,C4,Rothia 3,6'SL,1,18.5,0.107
240228,C4,Rothia 3,6'SL,1,19,0.108
240228,C4,Rothia 3,6'SL,1,19.5,0.11
240228,C4,Rothia 3,6'SL,1,20,0.111
240228,C4,Rothia 3,6'SL,1,20.5,0.111
240228,C4,Rothia 3,6'SL,1,21,0.113
240228,C4,Rothia 3,6'SL,1,21.5,0.113
240228,C4,Rothia 3,6'SL,1,22,0.113
240228,C4,Rothia 3,6'SL,1,22.5,0.114
240228,C4,Rothia 3,6'SL,1,23,0.115
240228,C4,Rothia 3,6'SL,1,23.5,0.116
240228,C4,Rothia 3,6'SL,1,24,0.117
240228,C5,Rothia 3,6'SL,2,0,0
240228,C5,Rothia 3,6'SL,2,0.5,0.003
240228,C5,Rothia 3,6'SL,2,1,0.007
240228,C5,Rothia 3,6'SL,2,1.5,0.013
240228,C5,Rothia 3,6'SL,2,2,0.019
240228,C5,Rothia 3,6'SL,2,2.5,0.025
240228,C5,Rothia 3,6'SL,2,3,0.031
240228,C5,Rothia 3,6'SL,2,3.5,0.036
240228,C5,Rothia 3,6'SL,2,4,0.04
240228,C5,Rothia 3,6'SL,2,4.5,0.045
240228,C5,Rothia 3,6'SL,2,5,0.049
240228,C5,Rothia 3,6'SL,2,5.5,0.052
240228,C5,Rothia 3,6'SL,2,6,0.055
240228,C5,Rothia 3,6'SL,2,6.5,0.057
240228,C5,Rothia 3,6'SL,2,7,0.061
240228,C5,Rothia 3,6'SL,2,7.5,0.066
240228,C5,Rothia 3,6'SL,2,8,0.071
240228,C5,Rothia 3,6'SL,2,8.5,0.074
240228,C5,Rothia 3,6'SL,2,9,0.078
240228,C5,Rothia 3,6'SL,2,9.5,0.08
240228,C5,Rothia 3,6'SL,2,10,0.083
240228,C5,Rothia 3,6'SL,2,10.5,0.086
240228,C5,Rothia 3,6'SL,2,11,0.087
240228,C5,Rothia 3,6'SL,2,11.5,0.089
240228,C5,Rothia 3,6'SL,2,12,0.091
240228,C5,Rothia 3,6'SL,2,12.5,0.093
240228,C5,Rothia 3,6'SL,2,13,0.095
240228,C5,Rothia 3,6'SL,2,13.5,0.096
240228,C5,Rothia 3,6'SL,2,14,0.098
240228,C5,Rothia 3,6'SL,2,14.5,0.099
240228,C5,Rothia 3,6'SL,2,15,0.1
240228,C5,Rothia 3,6'SL,2,15.5,0.101
240228,C5,Rothia 3,6'SL,2,16,0.102
240228,C5,Rothia 3,6'SL,2,16.5,0.103
240228,C5,Rothia 3,6'SL,2,17,0.104
240228,C5,Rothia 3,6'SL,2,17.5,0.105
240228,C5,Rothia 3,6'SL,2,18,0.106
240228,C5,Rothia 3,6'SL,2,18.5,0.107
240228,C5,Rothia 3,6'SL,2,19,0.108
240228,C5,Rothia 3,6'SL,2,19.5,0.109
240228,C5,Rothia 3,6'SL,2,20,0.11
240228,C5,Rothia 3,6'SL,2,20.5,0.11
240228,C5,Rothia 3,6'SL,2,21,0.112
240228,C5,Rothia 3,6'SL,2,21.5,0.112
240228,C5,Rothia 3,6'SL,2,22,0.112
240228,C5,Rothia 3,6'SL,2,22.5,0.113
240228,C5,Rothia 3,6'SL,2,23,0.114
240228,C5,Rothia 3,6'SL,2,23.5,0.115
240228,C5,Rothia 3,6'SL,2,24,0.116
240228,C6,Rothia 3,6'SL,3,0,0
240228,C6,Rothia 3,6'SL,3,0.5,0.003
240228,C6,Rothia 3,6'SL,3,1,0.008
240228,C6,Rothia 3,6'SL,3,1.5,0.013
240228,C6,Rothia 3,6'SL,3,2,0.02
240228,C6,Rothia 3,6'SL,3,2.5,0.026
240228,C6,Rothia 3,6'SL,3,3,0.033
240228,C6,Rothia 3,6'SL,3,3.5,0.038
240228,C6,Rothia 3,6'SL,3,4,0.043
240228,C6,Rothia 3,6'SL,3,4.5,0.048
240228,C6,Rothia 3,6'SL,3,5,0.052
240228,C6,Rothia 3,6'SL,3,5.5,0.056
240228,C6,Rothia 3,6'SL,3,6,0.06
240228,C6,Rothia 3,6'SL,3,6.5,0.063
240228,C6,Rothia 3,6'SL,3,7,0.068
240228,C6,Rothia 3,6'SL,3,7.5,0.072
240228,C6,Rothia 3,6'SL,3,8,0.077
240228,C6,Rothia 3,6'SL,3,8.5,0.081
240228,C6,Rothia 3,6'SL,3,9,0.085
240228,C6,Rothia 3,6'SL,3,9.5,0.088
240228,C6,Rothia 3,6'SL,3,10,0.09
240228,C6,Rothia 3,6'SL,3,10.5,0.093
240228,C6,Rothia 3,6'SL,3,11,0.095
240228,C6,Rothia 3,6'SL,3,11.5,0.096
240228,C6,Rothia 3,6'SL,3,12,0.098
240228,C6,Rothia 3,6'SL,3,12.5,0.1
240228,C6,Rothia 3,6'SL,3,13,0.102
240228,C6,Rothia 3,6'SL,3,13.5,0.103
240228,C6,Rothia 3,6'SL,3,14,0.105
240228,C6,Rothia 3,6'SL,3,14.5,0.106
240228,C6,Rothia 3,6'SL,3,15,0.107
240228,C6,Rothia 3,6'SL,3,15.5,0.108
240228,C6,Rothia 3,6'SL,3,16,0.109
240228,C6,Rothia 3,6'SL,3,16.5,0.11
240228,C6,Rothia 3,6'SL,3,17,0.111
240228,C6,Rothia 3,6'SL,3,17.5,0.112
240228,C6,Rothia 3,6'SL,3,18,0.113
240228,C6,Rothia 3,6'SL,3,18.5,0.114
240228,C6,Rothia 3,6'SL,3,19,0.115
240228,C6,Rothia 3,6'SL,3,19.5,0.116
240228,C6,Rothia 3,6'SL,3,20,0.117
240228,C6,Rothia 3,6'SL,3,20.5,0.117
240228,C6,Rothia 3,6'SL,3,21,0.119
240228,C6,Rothia 3,6'SL,3,21.5,0.119
240228,C6,Rothia 3,6'SL,3,22,0.12
240228,C6,Rothia 3,6'SL,3,22.5,0.12
240228,C6,Rothia 3,6'SL,3,23,0.122
240228,C6,Rothia 3,6'SL,3,23.5,0.123
240228,C6,Rothia 3,6'SL,3,24,0.124
240228,C7,Rothia 3,6'SL,4,0,0
240228,C7,Rothia 3,6'SL,4,0.5,-0.001
240228,C7,Rothia 3,6'SL,4,1,0.004
240228,C7,Rothia 3,6'SL,4,1.5,0.01
240228,C7,Rothia 3,6'SL,4,2,0.016
240228,C7,Rothia 3,6'SL,4,2.5,0.022
240228,C7,Rothia 3,6'SL,4,3,0.029
240228,C7,Rothia 3,6'SL,4,3.5,0.034
240228,C7,Rothia 3,6'SL,4,4,0.039
240228,C7,Rothia 3,6'SL,4,4.5,0.044
240228,C7,Rothia 3,6'SL,4,5,0.048
240228,C7,Rothia 3,6'SL,4,5.5,0.052
240228,C7,Rothia 3,6'SL,4,6,0.055
240228,C7,Rothia 3,6'SL,4,6.5,0.056
240228,C7,Rothia 3,6'SL,4,7,0.061
240228,C7,Rothia 3,6'SL,4,7.5,0.067
240228,C7,Rothia 3,6'SL,4,8,0.072
240228,C7,Rothia 3,6'SL,4,8.5,0.076
240228,C7,Rothia 3,6'SL,4,9,0.079
240228,C7,Rothia 3,6'SL,4,9.5,0.082
240228,C7,Rothia 3,6'SL,4,10,0.085
240228,C7,Rothia 3,6'SL,4,10.5,0.087
240228,C7,Rothia 3,6'SL,4,11,0.089
240228,C7,Rothia 3,6'SL,4,11.5,0.09
240228,C7,Rothia 3,6'SL,4,12,0.092
240228,C7,Rothia 3,6'SL,4,12.5,0.094
240228,C7,Rothia 3,6'SL,4,13,0.095
240228,C7,Rothia 3,6'SL,4,13.5,0.097
240228,C7,Rothia 3,6'SL,4,14,0.098
240228,C7,Rothia 3,6'SL,4,14.5,0.099
240228,C7,Rothia 3,6'SL,4,15,0.101
240228,C7,Rothia 3,6'SL,4,15.5,0.102
240228,C7,Rothia 3,6'SL,4,16,0.102
240228,C7,Rothia 3,6'SL,4,16.5,0.104
240228,C7,Rothia 3,6'SL,4,17,0.105
240228,C7,Rothia 3,6'SL,4,17.5,0.106
240228,C7,Rothia 3,6'SL,4,18,0.106
240228,C7,Rothia 3,6'SL,4,18.5,0.108
240228,C7,Rothia 3,6'SL,4,19,0.108
240228,C7,Rothia 3,6'SL,4,19.5,0.11
240228,C7,Rothia 3,6'SL,4,20,0.11
240228,C7,Rothia 3,6'SL,4,20.5,0.111
240228,C7,Rothia 3,6'SL,4,21,0.112
240228,C7,Rothia 3,6'SL,4,21.5,0.113
240228,C7,Rothia 3,6'SL,4,22,0.113
240228,C7,Rothia 3,6'SL,4,22.5,0.114
240228,C7,Rothia 3,6'SL,4,23,0.115
240228,C7,Rothia 3,6'SL,4,23.5,0.116
240228,C7,Rothia 3,6'SL,4,24,0.116
240228,D4,Rothia 3,LSTc,1,0,0
240228,D4,Rothia 3,LSTc,1,0.5,0.002
240228,D4,Rothia 3,LSTc,1,1,0.007
240228,D4,Rothia 3,LSTc,1,1.5,0.013
240228,D4,Rothia 3,LSTc,1,2,0.019
240228,D4,Rothia 3,LSTc,1,2.5,0.026
240228,D4,Rothia 3,LSTc,1,3,0.032
240228,D4,Rothia 3,LSTc,1,3.5,0.038
240228,D4,Rothia 3,LSTc,1,4,0.043
240228,D4,Rothia 3,LSTc,1,4.5,0.047
240228,D4,Rothia 3,LSTc,1,5,0.051
240228,D4,Rothia 3,LSTc,1,5.5,0.055
240228,D4,Rothia 3,LSTc,1,6,0.059
240228,D4,Rothia 3,LSTc,1,6.5,0.06
240228,D4,Rothia 3,LSTc,1,7,0.066
240228,D4,Rothia 3,LSTc,1,7.5,0.072
240228,D4,Rothia 3,LSTc,1,8,0.077
240228,D4,Rothia 3,LSTc,1,8.5,0.081
240228,D4,Rothia 3,LSTc,1,9,0.084
240228,D4,Rothia 3,LSTc,1,9.5,0.086
240228,D4,Rothia 3,LSTc,1,10,0.089
240228,D4,Rothia 3,LSTc,1,10.5,0.091
240228,D4,Rothia 3,LSTc,1,11,0.092
240228,D4,Rothia 3,LSTc,1,11.5,0.094
240228,D4,Rothia 3,LSTc,1,12,0.095
240228,D4,Rothia 3,LSTc,1,12.5,0.098
240228,D4,Rothia 3,LSTc,1,13,0.098
240228,D4,Rothia 3,LSTc,1,13.5,0.1
240228,D4,Rothia 3,LSTc,1,14,0.101
240228,D4,Rothia 3,LSTc,1,14.5,0.101
240228,D4,Rothia 3,LSTc,1,15,0.102
240228,D4,Rothia 3,LSTc,1,15.5,0.103
240228,D4,Rothia 3,LSTc,1,16,0.105
240228,D4,Rothia 3,LSTc,1,16.5,0.106
240228,D4,Rothia 3,LSTc,1,17,0.106
240228,D4,Rothia 3,LSTc,1,17.5,0.108
240228,D4,Rothia 3,LSTc,1,18,0.108
240228,D4,Rothia 3,LSTc,1,18.5,0.109
240228,D4,Rothia 3,LSTc,1,19,0.111
240228,D4,Rothia 3,LSTc,1,19.5,0.111
240228,D4,Rothia 3,LSTc,1,20,0.112
240228,D4,Rothia 3,LSTc,1,20.5,0.112
240228,D4,Rothia 3,LSTc,1,21,0.113
240228,D4,Rothia 3,LSTc,1,21.5,0.114
240228,D4,Rothia 3,LSTc,1,22,0.114
240228,D4,Rothia 3,LSTc,1,22.5,0.115
240228,D4,Rothia 3,LSTc,1,23,0.116
240228,D4,Rothia 3,LSTc,1,23.5,0.117
240228,D4,Rothia 3,LSTc,1,24,0.118
240228,D5,Rothia 3,LSTc,2,0,0
240228,D5,Rothia 3,LSTc,2,0.5,0.001
240228,D5,Rothia 3,LSTc,2,1,0.007
240228,D5,Rothia 3,LSTc,2,1.5,0.013
240228,D5,Rothia 3,LSTc,2,2,0.019
240228,D5,Rothia 3,LSTc,2,2.5,0.025
240228,D5,Rothia 3,LSTc,2,3,0.031
240228,D5,Rothia 3,LSTc,2,3.5,0.036
240228,D5,Rothia 3,LSTc,2,4,0.04
240228,D5,Rothia 3,LSTc,2,4.5,0.044
240228,D5,Rothia 3,LSTc,2,5,0.048
240228,D5,Rothia 3,LSTc,2,5.5,0.052
240228,D5,Rothia 3,LSTc,2,6,0.055
240228,D5,Rothia 3,LSTc,2,6.5,0.057
240228,D5,Rothia 3,LSTc,2,7,0.062
240228,D5,Rothia 3,LSTc,2,7.5,0.067
240228,D5,Rothia 3,LSTc,2,8,0.073
240228,D5,Rothia 3,LSTc,2,8.5,0.076
240228,D5,Rothia 3,LSTc,2,9,0.079
240228,D5,Rothia 3,LSTc,2,9.5,0.081
240228,D5,Rothia 3,LSTc,2,10,0.083
240228,D5,Rothia 3,LSTc,2,10.5,0.085
240228,D5,Rothia 3,LSTc,2,11,0.087
240228,D5,Rothia 3,LSTc,2,11.5,0.089
240228,D5,Rothia 3,LSTc,2,12,0.09
240228,D5,Rothia 3,LSTc,2,12.5,0.092
240228,D5,Rothia 3,LSTc,2,13,0.093
240228,D5,Rothia 3,LSTc,2,13.5,0.095
240228,D5,Rothia 3,LSTc,2,14,0.096
240228,D5,Rothia 3,LSTc,2,14.5,0.097
240228,D5,Rothia 3,LSTc,2,15,0.098
240228,D5,Rothia 3,LSTc,2,15.5,0.1
240228,D5,Rothia 3,LSTc,2,16,0.1
240228,D5,Rothia 3,LSTc,2,16.5,0.102
240228,D5,Rothia 3,LSTc,2,17,0.102
240228,D5,Rothia 3,LSTc,2,17.5,0.103
240228,D5,Rothia 3,LSTc,2,18,0.103
240228,D5,Rothia 3,LSTc,2,18.5,0.104
240228,D5,Rothia 3,LSTc,2,19,0.106
240228,D5,Rothia 3,LSTc,2,19.5,0.106
240228,D5,Rothia 3,LSTc,2,20,0.107
240228,D5,Rothia 3,LSTc,2,20.5,0.108
240228,D5,Rothia 3,LSTc,2,21,0.109
240228,D5,Rothia 3,LSTc,2,21.5,0.109
240228,D5,Rothia 3,LSTc,2,22,0.109
240228,D5,Rothia 3,LSTc,2,22.5,0.11
240228,D5,Rothia 3,LSTc,2,23,0.112
240228,D5,Rothia 3,LSTc,2,23.5,0.113
240228,D5,Rothia 3,LSTc,2,24,0.113
240228,D6,Rothia 3,LSTc,3,0,0
240228,D6,Rothia 3,LSTc,3,0.5,0.002
240228,D6,Rothia 3,LSTc,3,1,0.007
240228,D6,Rothia 3,LSTc,3,1.5,0.013
240228,D6,Rothia 3,LSTc,3,2,0.019
240228,D6,Rothia 3,LSTc,3,2.5,0.025
240228,D6,Rothia 3,LSTc,3,3,0.032
240228,D6,Rothia 3,LSTc,3,3.5,0.037
240228,D6,Rothia 3,LSTc,3,4,0.042
240228,D6,Rothia 3,LSTc,3,4.5,0.047
240228,D6,Rothia 3,LSTc,3,5,0.05
240228,D6,Rothia 3,LSTc,3,5.5,0.054
240228,D6,Rothia 3,LSTc,3,6,0.058
240228,D6,Rothia 3,LSTc,3,6.5,0.06
240228,D6,Rothia 3,LSTc,3,7,0.065
240228,D6,Rothia 3,LSTc,3,7.5,0.07
240228,D6,Rothia 3,LSTc,3,8,0.075
240228,D6,Rothia 3,LSTc,3,8.5,0.079
240228,D6,Rothia 3,LSTc,3,9,0.083
240228,D6,Rothia 3,LSTc,3,9.5,0.086
240228,D6,Rothia 3,LSTc,3,10,0.088
240228,D6,Rothia 3,LSTc,3,10.5,0.09
240228,D6,Rothia 3,LSTc,3,11,0.092
240228,D6,Rothia 3,LSTc,3,11.5,0.094
240228,D6,Rothia 3,LSTc,3,12,0.096
240228,D6,Rothia 3,LSTc,3,12.5,0.098
240228,D6,Rothia 3,LSTc,3,13,0.099
240228,D6,Rothia 3,LSTc,3,13.5,0.101
240228,D6,Rothia 3,LSTc,3,14,0.102
240228,D6,Rothia 3,LSTc,3,14.5,0.103
240228,D6,Rothia 3,LSTc,3,15,0.104
240228,D6,Rothia 3,LSTc,3,15.5,0.105
240228,D6,Rothia 3,LSTc,3,16,0.106
240228,D6,Rothia 3,LSTc,3,16.5,0.108
240228,D6,Rothia 3,LSTc,3,17,0.108
240228,D6,Rothia 3,LSTc,3,17.5,0.109
240228,D6,Rothia 3,LSTc,3,18,0.109
240228,D6,Rothia 3,LSTc,3,18.5,0.111
240228,D6,Rothia 3,LSTc,3,19,0.112
240228,D6,Rothia 3,LSTc,3,19.5,0.112
240228,D6,Rothia 3,LSTc,3,20,0.113
240228,D6,Rothia 3,LSTc,3,20.5,0.114
240228,D6,Rothia 3,LSTc,3,21,0.115
240228,D6,Rothia 3,LSTc,3,21.5,0.115
240228,D6,Rothia 3,LSTc,3,22,0.116
240228,D6,Rothia 3,LSTc,3,22.5,0.117
240228,D6,Rothia 3,LSTc,3,23,0.118
240228,D6,Rothia 3,LSTc,3,23.5,0.119
240228,D6,Rothia 3,LSTc,3,24,0.12
240228,D7,Rothia 3,LSTc,4,0,0
240228,D7,Rothia 3,LSTc,4,0.5,0
240228,D7,Rothia 3,LSTc,4,1,0.005
240228,D7,Rothia 3,LSTc,4,1.5,0.012
240228,D7,Rothia 3,LSTc,4,2,0.017
240228,D7,Rothia 3,LSTc,4,2.5,0.024
240228,D7,Rothia 3,LSTc,4,3,0.03
240228,D7,Rothia 3,LSTc,4,3.5,0.035
240228,D7,Rothia 3,LSTc,4,4,0.039
240228,D7,Rothia 3,LSTc,4,4.5,0.043
