row.ID,annotation.network.number
1608,NA
1476,NA
1488,NA
1606,NA
1505,NA
1509,NA
1575,48
1515,NA
1516,NA
1489,NA
1507,NA
1534,NA
1973,NA
1529,NA
1551,NA
1724,NA
1548,NA
1567,NA
1559,NA
1907,NA
1545,NA
1637,NA
2044,48
1531,NA
1499,NA
1583,NA
1514,NA
1652,NA
1614,56
1630,NA
1607,NA
2092,NA
1635,56
1841,NA
1605,NA
1547,NA
1612,NA
1665,NA
1528,NA
1555,59
1618,NA
1572,NA
1789,NA
1672,NA
1603,NA
1707,NA
1537,NA
1779,58
1654,NA
1539,NA
1561,NA
1604,NA
1661,NA
1697,NA
1666,NA
1796,NA
1660,NA
1689,NA
1573,NA
1677,NA
1656,NA
2054,48
1671,NA
1647,NA
1687,NA
1951,NA
1694,NA
1678,NA
1566,NA
1791,NA
1617,NA
1790,NA
1651,NA
1767,NA
1679,NA
1597,59
1538,NA
1871,NA
1838,NA
1552,NA
1734,NA
1717,NA
1733,NA
1571,NA
1721,NA
1828,NA
1553,NA
1627,NA
1662,NA
1797,NA
2063,NA
1737,NA
1725,NA
1739,NA
1766,NA
1736,NA
1699,NA
1714,NA
2139,NA
1722,NA
2040,NA
1977,NA
1771,NA
1811,60
1753,NA
2051,NA
1887,NA
2039,NA
1867,NA
1564,NA
1803,NA
1785,NA
1570,NA
1914,NA
2048,NA
1861,NA
1884,NA
1994,NA
1619,NA
1774,NA
1743,61
1826,NA
1804,NA
1904,NA
1825,NA
1778,NA
1768,NA
1915,NA
1776,64
1786,NA
1693,NA
1865,NA
1787,NA
1700,NA
2001,NA
1936,NA
1744,NA
1765,65
1798,NA
1821,NA
1890,NA
1862,NA
1855,NA
1738,NA
1574,NA
1939,NA
2079,NA
1863,66
1718,NA
1731,NA
2000,NA
1897,NA
1872,NA
1586,NA
1949,NA
1864,NA
1775,NA
1840,NA
1952,NA
2142,NA
1728,NA
1992,NA
1985,NA
1881,NA
1989,NA
1761,NA
1800,NA
1921,NA
2130,66
1899,NA
2165,NA
1873,NA
1745,NA
1979,NA
1845,NA
1851,NA
1589,NA
1585,61
1854,NA
1598,NA
1777,NA
1941,NA
2004,NA
1822,NA
1544,NA
1980,NA
1932,NA
1874,64
1813,NA
1549,NA
1902,NA
2146,NA
1616,NA
2041,NA
1818,NA
1908,NA
1837,NA
1900,NA
1928,NA
2113,48
1788,65
2100,NA
2029,NA
1950,NA
1999,69
1817,NA
1948,NA
1888,NA
1835,NA
1923,NA
1892,NA
1812,NA
1880,NA
1905,NA
1981,NA
2144,NA
2068,NA
1964,NA
1911,NA
1912,NA
2206,NA
1990,NA
1953,70
2166,NA
2047,NA
1674,60
1922,NA
2035,69
1615,NA
1859,NA
1978,NA
1930,NA
2128,NA
1784,NA
1938,NA
2042,68
2015,NA
2114,NA
2037,NA
2043,NA
1998,NA
1954,NA
2036,68
2122,NA
2093,NA
2088,NA
1956,NA
2094,NA
1988,NA
1987,70
2073,NA
2019,NA
2034,NA
2136,NA
2038,68
2107,NA
2046,NA
1996,NA
2053,NA
1869,68
2057,NA
2049,NA
2058,NA
1984,NA
2129,NA
2176,72
2109,NA
2154,NA
2125,NA
2141,NA
2151,NA
2152,NA
2169,NA
2132,NA
2149,NA
2175,NA
2184,NA
2173,72
2174,NA
2190,NA
2177,72
2204,NA
2194,NA
2218,NA
2138,NA
2219,NA
2193,NA
2201,NA
2197,NA
2203,NA
2230,NA
2205,NA
2228,NA
1971,NA
2199,NA
2216,NA
2214,NA
2229,NA
2217,NA
2223,NA
2233,NA
2225,NA
2234,NA
2158,NA
2212,NA
2172,NA
2235,NA
2222,NA
2263,NA
2123,NA
2249,NA
2232,NA
2221,NA
2240,NA
2238,NA
2241,NA
2209,NA
2248,NA
2253,NA
2256,NA
2247,NA
2259,NA
2242,NA
2272,NA
2254,NA
2196,NA
2262,NA
2288,NA
2264,NA
2271,NA
2307,NA
2269,NA
2287,NA
2282,NA
2290,NA
2297,NA
2295,NA
2298,NA
2279,NA
2292,NA
2318,NA
2300,NA
2309,NA
2327,NA
2316,NA
2311,NA
2308,NA
2310,NA
2314,NA
2304,NA
2324,NA
2319,NA
2321,NA
2354,NA
2313,NA
2312,NA
2338,NA
2351,NA
2343,NA
2344,NA
2328,NA
2347,NA
2346,NA
2348,NA
2322,NA
2368,NA
2345,NA
2389,NA
2361,NA
2363,NA
2370,NA
2374,NA
2372,NA
2357,NA
2373,NA
2399,NA
2436,NA
2375,NA
2442,NA
2367,NA
2392,NA
2366,NA
2381,NA
2440,NA
2387,NA
2385,NA
2398,NA
2395,NA
2400,NA
2391,NA
2433,NA
2432,NA
2406,NA
2412,NA
2382,NA
2403,NA
2416,NA
2386,NA
2390,NA
2417,NA
2434,NA
2415,NA
2461,NA
2422,NA
2409,NA
2439,NA
2435,NA
2423,NA
2428,NA
2459,NA
2444,NA
2421,NA
2429,NA
2460,NA
2437,NA
2458,NA
2420,NA
2431,NA
2441,76
2479,NA
2457,NA
2443,76
2446,76
2455,NA
2466,NA
2493,NA
2472,NA
2506,NA
2450,NA
2464,NA
2469,NA
2495,NA
2496,NA
2474,NA
2503,NA
2592,NA
2478,NA
2483,NA
2470,NA
2481,NA
2486,NA
2502,NA
2485,NA
2537,NA
2535,NA
2447,NA
2504,NA
2488,NA
2505,NA
2473,NA
2518,NA
2454,NA
2501,NA
2538,NA
2608,NA
2477,NA
2510,NA
2527,NA
2512,NA
2534,NA
2498,NA
2484,NA
2556,NA
2542,NA
2509,NA
2529,NA
2533,NA
2540,NA
2494,76
2544,NA
2547,NA
2549,NA
2565,NA
2536,NA
2627,76
2621,76
2551,NA
2524,NA
2553,NA
2609,NA
