"Sample","Secretor","Diversity","Evenness","X2_FL","X3_FL","LNnT","X3_SL","DFLac","X6_SL","LNT","LNFP_I","LNFP_II","LNFP_III","LSTb","LSTc","DFLNT","LNH","DSLNT","FLNH","DFLNH","FDSLNH","DSLNH","SUM","Sia","Fuc"
"14HM597.M",1,5.86,0.31,4881.2,660.9,231.8,2993,968.5,119.5,815.6,1407.9,901.9,109.4,105,14.8,2751.9,40.1,151.1,29.1,35.8,69.8,2.8,16290.1,3679.8,15572.6
"14HM598.M",0,5.78,0.3,61.3,137.9,572.3,534.8,17.9,450.9,1340.2,134.9,2963.9,85.3,68.6,67,636.9,210,177.3,74.1,9.2,979,118.7,8640.2,3671.3,5764.3
"14HM599.M",1,5.99,0.32,5190.4,248.1,809.4,644.3,286.5,247,1888.6,659.6,1980.3,113.2,120,95.2,1625.9,215.4,309.4,207.7,68.8,487,132.4,15329.1,2964.2,12848.6
"14HM600.M",1,2.49,0.13,11337.8,1365.7,714.3,441.1,451.7,126.3,380.4,2232.5,623.1,85,75.1,16.3,27.4,24.4,384.4,5.3,46.7,107.2,8.9,18453.5,1659.8,16808.3
"14HM601.M",1,4.77,0.25,6927.7,372.6,711.4,814.5,525.7,588.3,1109.7,593.7,2015.8,83.1,75.2,202.2,1516.6,167.1,236.3,129.7,45.5,412.9,131,16658.9,3240.5,14711.1
"14HM602.M",1,4.78,0.25,6688.3,391.9,634.2,1116.3,591.1,210.3,1368.2,838.8,1773.7,78.9,108.5,63.3,1800.3,87.6,285.5,74.8,24,209.1,23.6,16368.5,2534.9,14886.3
"14HM603.M",1,4.42,0.23,7080.1,470.4,518.5,1470,432.6,256.3,1065.1,765.7,1558.1,48.9,87.3,80.2,1648,58.1,360.3,44.5,21.9,262.9,80.3,16309.3,3300.8,14435.7
"14HM604.M",1,4.32,0.23,6241.1,327.2,602.7,326.5,422.5,622.8,1074.5,3297,431.7,68.1,43.3,498.4,164.7,10.5,526.5,13.6,138.5,37.9,273.3,15120.7,3166.4,11868
"14HM605.M",1,3.86,0.2,8071.9,414.6,385.1,1021.4,510.7,1146.3,491.1,996,702.3,44.1,90.7,376.9,1716.4,45.1,243.4,82.9,86,106.9,269.4,16801.3,3874.7,15044.9
"14HM606.M",1,5.36,0.28,5859.5,185.9,1038.1,380.2,362,570.1,1992.8,1641.8,1007.7,104.3,50.4,189.5,1365.8,119.2,210.1,154.4,123.1,221.5,96.8,15673.3,2247,12876.8
"14HM607.M",1,4.47,0.24,4660.8,1448.5,60.8,5799.1,1491.6,136.1,228.2,220.2,761.5,106.1,93.6,28.4,1494.1,17,104.5,11.2,4.2,60.1,12,16738.1,6410.5,13248.4
"14HM608.M",1,4,0.21,7485.4,808.8,221.8,2958.3,665.2,100.4,597.9,595.6,998.3,95.7,70.3,10.8,1930.6,20.2,229.3,10.4,7,92.1,7.9,16906,3798.4,15291.8
"14HM609.M",1,2.32,0.12,11974.8,304.6,605.7,285.9,384.3,181.2,753.7,1817.9,1022.3,54.2,59.8,69.3,82.6,78.1,323.7,26.6,234.9,288.3,55.7,18603.6,1931.6,16892.4
"14HM610.M",0,4.61,0.24,96,511.7,294.2,626.7,37.1,175.7,1065.7,193.8,3762.9,75.9,117.2,36.6,1355.1,96.1,243.6,16,17.5,384.7,52.5,9159.1,2317.8,7860.5
"14HM611.M",0,5.09,0.27,89.8,258,526.5,731,130.4,228.8,1342.1,151.5,3554.2,57.5,210.1,34.4,972.5,67.3,442.3,9.9,16.6,327.9,71.2,9222,2887.2,6687.8
"14HM612.M",1,6.54,0.34,4642.7,233.2,852.6,534.1,541.4,234.2,2009.4,1628,1936.6,77.3,150.5,61.3,1900.4,83.9,344.1,62.7,43.8,231.5,43.2,15611,2217.7,13783.4
"14HM613.M",1,4.09,0.22,7839.5,413.1,556.2,1401.8,353.3,443.6,1107.4,857.2,1700.5,39.9,89.3,113.4,1519,63.1,192.2,30.8,26.5,247.8,110.5,17105.1,3149.2,14926.6
"14HM614.M",1,4.85,0.26,6250.1,430.3,379.2,1846,521.5,289.6,856.2,630.9,1352.6,50.6,100.6,24.9,2185,61,366,42.6,31.4,277.1,44.4,15740.1,3636.2,14510.1
